Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-04T14:57:00.109Z","Included","claude-4.5-opus-high-thinking","Yes","421","7","75368","497","76293","0.04"
"2025-12-04T14:56:51.382Z","Included","claude-4.5-opus-high-thinking","Yes","886","7","74482","333","75708","0.04"
"2025-12-04T14:56:40.294Z","Included","claude-4.5-opus-high-thinking","Yes","1309","7","73173","801","75290","0.05"
"2025-12-04T14:56:34.166Z","Included","claude-4.5-opus-high-thinking","Yes","1102","7","72071","153","73333","0.03"
"2025-12-04T14:56:26.549Z","Included","claude-4.5-opus-high-thinking","Yes","11359","7","60712","302","72380","0.08"
"2025-12-04T14:56:18.010Z","Included","claude-4.5-opus-high-thinking","Yes","495","7","60217","146","60865","0.03"
"2025-12-04T14:56:09.434Z","Included","claude-4.5-opus-high-thinking","Yes","722","7","59495","406","60630","0.03"
"2025-12-04T14:56:02.905Z","Included","claude-4.5-opus-high-thinking","Yes","615","7","58880","634","60136","0.04"
"2025-12-04T14:55:55.309Z","Included","claude-4.5-opus-high-thinking","Yes","489","7","58391","532","59419","0.03"
"2025-12-04T14:55:50.917Z","Included","claude-4.5-opus-high-thinking","Yes","296","7","58095","144","58542","0.02"
"2025-12-04T14:55:45.313Z","Included","claude-4.5-opus-high-thinking","Yes","297","7","57798","195","58297","0.03"
"2025-12-04T14:55:41.136Z","Included","claude-4.5-opus-high-thinking","Yes","314","7","57484","136","57941","0.02"
"2025-12-04T14:55:33.042Z","Included","claude-4.5-opus-high-thinking","Yes","126","7","57358","229","57720","0.03"
"2025-12-04T14:55:12.774Z","Included","claude-4.5-opus-high-thinking","Yes","1267","7","56091","102","57467","0.03"
"2025-12-04T14:54:58.346Z","Included","claude-4.5-opus-high-thinking","Yes","1326","7","54765","1144","57242","0.05"
"2025-12-04T14:54:53.716Z","Included","claude-4.5-opus-high-thinking","Yes","1503","7","53262","1239","56011","0.05"
"2025-12-04T14:54:46.279Z","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","501","7","52761","134","53403","0.02"
"2025-12-04T14:54:28.166Z","Included","claude-4.5-opus-high-thinking","Yes","41168","7","11593","475","53243","0.20"
"2025-12-04T14:54:19.697Z","Included","claude-4.5-opus-high-thinking","Yes","546","7","198818","1045","200416","0.09"
"2025-12-04T14:54:10.849Z","Included","claude-4.5-opus-high-thinking","Yes","513","7","198305","459","199284","0.08"
"2025-12-04T14:54:06.146Z","Included","claude-4.5-opus-high-thinking","Yes","328","7","197977","427","198739","0.08"
"2025-12-04T14:53:56.554Z","Included","claude-4.5-opus-high-thinking","Yes","785","7","197192","115","198099","0.08"
"2025-12-04T14:53:47.368Z","Included","claude-4.5-opus-high-thinking","Yes","840","7","196352","700","197899","0.09"
"2025-12-04T14:53:15.115Z","Included","claude-4.5-opus-high-thinking","Yes","2571","7","193781","755","197114","0.09"
"2025-12-04T14:53:09.104Z","Included","claude-4.5-opus-high-thinking","Yes","430","7","193351","2447","196235","0.12"
"2025-12-04T14:53:01.363Z","Included","claude-4.5-opus-high-thinking","Yes","12214","7","181137","348","193706","0.13"
"2025-12-04T14:53:00.921Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T14:52:55.346Z","Included","claude-4.5-opus-high-thinking","Yes","1339","7","179798","237","181381","0.08"
"2025-12-04T14:52:49.613Z","Included","claude-4.5-opus-high-thinking","Yes","349","7","179449","120","179925","0.07"
"2025-12-04T14:52:32.805Z","Included","claude-4.5-opus-high-thinking","Yes","1131","7","178318","234","179690","0.07"
"2025-12-04T14:52:24.328Z","Included","claude-4.5-opus-high-thinking","Yes","516","7","177802","1043","179368","0.09"
"2025-12-04T14:52:00.074Z","Included","claude-4.5-opus-high-thinking","Yes","2111","7","175691","425","178234","0.08"
"2025-12-04T14:51:53.932Z","Included","claude-4.5-opus-high-thinking","Yes","376","7","175315","2020","177718","0.10"
"2025-12-04T14:51:44.907Z","Included","claude-4.5-opus-high-thinking","Yes","365","7","174950","285","175607","0.07"
"2025-12-04T14:51:33.178Z","Included","claude-4.5-opus-high-thinking","Yes","679","7","174271","241","175198","0.07"
"2025-12-04T14:51:23.406Z","Included","claude-4.5-opus-high-thinking","Yes","499","7","173772","591","174869","0.08"
"2025-12-04T14:51:12.269Z","Included","claude-4.5-opus-high-thinking","Yes","859","7","172913","411","174190","0.07"
"2025-12-04T14:50:53.800Z","Included","claude-4.5-opus-high-thinking","Yes","1195","7","171718","771","173691","0.08"
"2025-12-04T14:50:44.056Z","Included","claude-4.5-opus-high-thinking","Yes","594","7","171124","1106","172831","0.08"
"2025-12-04T14:50:32.268Z","Included","claude-4.5-opus-high-thinking","Yes","860","7","170264","506","171637","0.07"
"2025-12-04T14:50:19.513Z","Included","claude-4.5-opus-high-thinking","Yes","922","7","169342","772","171043","0.08"
"2025-12-04T14:50:06.586Z","Included","claude-4.5-opus-high-thinking","Yes","976","7","168366","834","170183","0.08"
"2025-12-04T14:49:56.464Z","Included","claude-4.5-opus-high-thinking","Yes","616","7","167750","888","169261","0.08"
"2025-12-04T14:49:48.786Z","Included","claude-4.5-opus-high-thinking","Yes","1385","7","166365","528","168285","0.08"
"2025-12-04T14:49:39.238Z","Included","claude-4.5-opus-high-thinking","Yes","154772","585","11593","686","167636","0.72"
"2025-12-04T14:38:27.691Z","Included","agent_review","No","223615","87","4461860","6601","4692163","0.76"
"2025-12-04T14:33:42.866Z","Included","claude-4.5-opus-high-thinking","Yes","126","7","165826","408","166367","0.07"
"2025-12-04T14:33:32.325Z","Included","claude-4.5-opus-high-thinking","Yes","302","8","165524","102","165936","0.06"
"2025-12-04T14:33:01.917Z","Included","claude-4.5-opus-high-thinking","Yes","3264","7","162260","153","165684","0.08"
"2025-12-04T14:32:33.611Z","Included","claude-4.5-opus-high-thinking","Yes","2724","7","159536","3173","165440","0.13"
"2025-12-04T14:32:25.186Z","Included","claude-4.5-opus-high-thinking","Yes","430","7","159106","2633","162176","0.11"
"2025-12-04T14:32:08.422Z","Included","claude-4.5-opus-high-thinking","Yes","1416","7","157690","342","159455","0.07"
"2025-12-04T14:32:00.345Z","Included","claude-4.5-opus-high-thinking","Yes","440","8","157250","1328","159026","0.08"
"2025-12-04T14:31:54.360Z","Included","claude-4.5-opus-high-thinking","Yes","336","7","156914","352","157609","0.06"
"2025-12-04T14:31:44.544Z","Included","claude-4.5-opus-high-thinking","Yes","1158","7","155756","248","157169","0.07"
"2025-12-04T14:31:36.424Z","Included","claude-4.5-opus-high-thinking","Yes","0","210","155756","874","156840","0.07"
"2025-12-04T14:30:46.338Z","Included","claude-4.5-opus-high-thinking","Yes","319","8","157824","265","158416","0.06"
"2025-12-04T14:30:38.119Z","Included","claude-4.5-opus-high-thinking","Yes","498","8","157326","162","157994","0.06"
"2025-12-04T14:30:32.208Z","Included","claude-4.5-opus-high-thinking","Yes","339","7","156987","410","157743","0.07"
"2025-12-04T14:30:25.339Z","Included","claude-4.5-opus-high-thinking","Yes","450","7","156537","251","157245","0.06"
"2025-12-04T14:30:20.826Z","Included","claude-4.5-opus-high-thinking","Yes","781","7","155756","362","156906","0.07"
"2025-12-04T14:30:12.861Z","Included","claude-4.5-opus-high-thinking","Yes","239","164","155517","354","156274","0.06"
"2025-12-04T14:28:43.824Z","Included","claude-4.5-opus-high-thinking","Yes","292","7","155225","234","155758","0.06"
"2025-12-04T14:28:38.459Z","Included","claude-4.5-opus-high-thinking","Yes","284","7","154941","165","155397","0.06"
"2025-12-04T14:28:31.323Z","Included","claude-4.5-opus-high-thinking","Yes","387","7","154554","193","155141","0.06"
"2025-12-04T14:28:22.409Z","Included","claude-4.5-opus-high-thinking","Yes","442","8","154112","281","154843","0.06"
"2025-12-04T14:28:15.405Z","Included","claude-4.5-opus-high-thinking","Yes","524","7","153588","351","154470","0.06"
"2025-12-04T14:28:07.469Z","Included","claude-4.5-opus-high-thinking","Yes","1131","8","152457","433","154029","0.07"
"2025-12-04T14:27:58.240Z","Included","claude-4.5-opus-high-thinking","Yes","140864","402","11593","267","153126","0.64"
"2025-12-04T14:21:33.056Z","Included","claude-4.5-opus-high-thinking","Yes","128","7","151937","387","152459","0.06"
"2025-12-04T14:21:22.141Z","Included","claude-4.5-opus-high-thinking","Yes","708","7","151229","104","152048","0.06"
"2025-12-04T14:21:08.071Z","Included","claude-4.5-opus-high-thinking","Yes","928","8","150301","617","151854","0.07"
"2025-12-04T14:20:59.761Z","Included","claude-4.5-opus-high-thinking","Yes","420","7","149881","837","151145","0.07"
"2025-12-04T14:20:42.168Z","Included","claude-4.5-opus-high-thinking","Yes","1335","8","148546","332","150221","0.07"
"2025-12-04T14:20:32.063Z","Included","claude-4.5-opus-high-thinking","Yes","601","7","147945","1210","149763","0.08"
"2025-12-04T14:20:16.562Z","Included","claude-4.5-opus-high-thinking","Yes","1127","8","146818","513","148466","0.07"
"2025-12-04T14:20:03.470Z","Included","claude-4.5-opus-high-thinking","Yes","944","7","145874","1039","147864","0.08"
"2025-12-04T14:19:55.860Z","Included","claude-4.5-opus-high-thinking","Yes","303","7","145571","856","146737","0.07"
"2025-12-04T14:19:42.189Z","Included","claude-4.5-opus-high-thinking","Yes","963","7","144608","215","145793","0.06"
"2025-12-04T14:19:30.605Z","Included","claude-4.5-opus-high-thinking","Yes","592","7","144016","875","145490","0.07"
"2025-12-04T14:19:24.974Z","Included","claude-4.5-opus-high-thinking","Yes","806","8","143210","506","144530","0.06"
"2025-12-04T14:19:17.527Z","Included","claude-4.5-opus-high-thinking","Yes","131617","467","11593","291","143968","0.60"
"2025-12-04T13:47:05.516Z","Included","claude-4.5-opus-high-thinking","Yes","160","7","142584","431","143182","0.06"
"2025-12-04T13:46:59.604Z","Included","claude-4.5-opus-high-thinking","Yes","315","7","142269","136","142727","0.06"
"2025-12-04T13:46:53.358Z","Included","claude-4.5-opus-high-thinking","Yes","534","7","141735","191","142467","0.06"
"2025-12-04T13:46:47.328Z","Included","claude-4.5-opus-high-thinking","Yes","125","8","141610","446","142189","0.06"
"2025-12-04T13:46:39.006Z","Included","claude-4.5-opus-high-thinking","Yes","528","8","141082","101","141719","0.06"
"2025-12-04T13:46:34.774Z","Included","claude-4.5-opus-high-thinking","Yes","311","7","140771","441","141530","0.06"
"2025-12-04T13:46:27.191Z","Included","claude-4.5-opus-high-thinking","Yes","521","7","140250","120","140898","0.06"
"2025-12-04T13:46:21.555Z","Included","claude-4.5-opus-high-thinking","Yes","737","8","139513","433","140691","0.06"
"2025-12-04T13:46:09.038Z","Included","claude-4.5-opus-high-thinking","Yes","863","7","138650","157","139677","0.06"
"2025-12-04T13:46:04.602Z","Included","claude-4.5-opus-high-thinking","Yes","1458","7","137192","775","139432","0.07"
"2025-12-04T13:45:58.206Z","Included","claude-4.5-opus-high-thinking","Yes","248","7","136944","239","137438","0.05"
"2025-12-04T13:45:49.835Z","Included","claude-4.5-opus-high-thinking","Yes","1158","7","135786","160","137111","0.06"
"2025-12-04T13:45:44.255Z","Included","claude-4.5-opus-high-thinking","Yes","124193","507","11593","535","136828","0.57"
"2025-12-04T13:40:41.793Z","Included","agent_review","No","198748","22","443347","4191","646308","0.29"
"2025-12-04T13:35:59.533Z","Included","claude-4.5-opus-high-thinking","Yes","158","7","135290","318","135773","0.06"
"2025-12-04T13:35:43.263Z","Included","claude-4.5-opus-high-thinking","Yes","1277","7","134013","134","135431","0.06"
"2025-12-04T13:35:37.659Z","Included","claude-4.5-opus-high-thinking","Yes","431","7","133582","1152","135172","0.07"
"2025-12-04T13:35:32.489Z","Included","claude-4.5-opus-high-thinking","Yes","312","7","133270","340","133929","0.06"
"2025-12-04T13:35:26.345Z","Included","claude-4.5-opus-high-thinking","Yes","408","7","132862","221","133498","0.05"
"2025-12-04T13:35:21.218Z","Included","claude-4.5-opus-high-thinking","Yes","314","7","132548","317","133186","0.05"
"2025-12-04T13:35:13.445Z","Included","claude-4.5-opus-high-thinking","Yes","626","7","131922","223","132778","0.05"
"2025-12-04T13:35:02.233Z","Included","claude-4.5-opus-high-thinking","Yes","614","7","131308","538","132467","0.06"
"2025-12-04T13:34:53.126Z","Included","claude-4.5-opus-high-thinking","Yes","729","7","130579","526","131841","0.06"
"2025-12-04T13:34:49.486Z","Included","claude-4.5-opus-high-thinking","Yes","424","99","130155","549","131227","0.06"
"2025-12-04T13:31:48.484Z","Included","claude-4.5-opus-high-thinking","Yes","180","7","129975","422","130584","0.06"
"2025-12-04T13:31:31.257Z","Included","claude-4.5-opus-high-thinking","Yes","1540","7","128435","156","130138","0.06"
"2025-12-04T13:31:23.010Z","Included","claude-4.5-opus-high-thinking","Yes","5982","254","122453","1207","129896","0.09"
"2025-12-04T13:28:32.821Z","Included","claude-4.5-opus-high-thinking","Yes","158","7","127699","560","128424","0.06"
"2025-12-04T13:28:17.162Z","Included","claude-4.5-opus-high-thinking","Yes","870","7","126829","134","127840","0.05"
"2025-12-04T13:28:08.088Z","Included","claude-4.5-opus-high-thinking","Yes","562","7","126267","782","127618","0.06"
"2025-12-04T13:27:53.974Z","Included","claude-4.5-opus-high-thinking","Yes","813","7","125454","471","126745","0.06"
"2025-12-04T13:27:35.911Z","Included","claude-4.5-opus-high-thinking","Yes","1190","7","124264","722","126183","0.06"
"2025-12-04T13:27:15.756Z","Included","claude-4.5-opus-high-thinking","Yes","1233","7","123031","1102","125373","0.07"
"2025-12-04T13:27:05.866Z","Included","claude-4.5-opus-high-thinking","Yes","578","7","122453","1144","124182","0.07"
"2025-12-04T13:26:48.724Z","Included","claude-4.5-opus-high-thinking","Yes","1056","7","121397","454","122914","0.06"
"2025-12-04T13:26:34.570Z","Included","claude-4.5-opus-high-thinking","Yes","917","7","120480","968","122372","0.06"
"2025-12-04T13:26:19.360Z","Included","claude-4.5-opus-high-thinking","Yes","662","7","119818","829","121316","0.06"
"2025-12-04T13:26:10.811Z","Included","claude-4.5-opus-high-thinking","Yes","1186","7","118632","574","120399","0.06"
"2025-12-04T13:26:02.934Z","Included","claude-4.5-opus-high-thinking","Yes","107039","494","11593","614","119740","0.50"
"2025-12-04T13:07:14.358Z","Included","claude-4.5-opus-high-thinking","Yes","155","7","118128","348","118638","0.05"
"2025-12-04T13:07:04.382Z","Included","claude-4.5-opus-high-thinking","Yes","645","7","117483","131","118266","0.05"
"2025-12-04T13:06:51.410Z","Included","claude-4.5-opus-high-thinking","Yes","916","7","116567","557","118047","0.06"
"2025-12-04T13:06:41.723Z","Included","claude-4.5-opus-high-thinking","Yes","594","7","115973","828","117402","0.06"
"2025-12-04T13:06:25.923Z","Included","claude-4.5-opus-high-thinking","Yes","1281","7","114692","506","116486","0.06"
"2025-12-04T13:06:16.872Z","Included","claude-4.5-opus-high-thinking","Yes","103099","72","11593","1130","115894","0.49"
"2025-12-04T12:59:35.122Z","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","175","0","112011","1081","113267","0.06"
"2025-12-04T12:59:31.586Z","Included","claude-4.5-opus-high-thinking","Yes","166","0","111845","155","112166","0.04"
"2025-12-04T12:59:23.012Z","Included","claude-4.5-opus-high-thinking","Yes","788","0","111057","149","111994","0.05"
"2025-12-04T12:59:16.717Z","Included","claude-4.5-opus-high-thinking","Yes","182","0","110875","237","111294","0.04"
"2025-12-04T12:58:55.010Z","Included","claude-4.5-opus-high-thinking","Yes","1205","0","109670","167","111042","0.05"
"2025-12-04T12:58:51.584Z","Included","claude-4.5-opus-high-thinking","Yes","23167","0","86503","1123","110793","0.16"
"2025-12-04T12:58:50.205Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:58:48.316Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:56:13.626Z","Included","claude-4.5-opus-high-thinking","Yes","9004","0","77499","336","86839","0.07"
"2025-12-04T12:54:34.358Z","Included","claude-4.5-opus-high-thinking","Yes","6439","0","71060","8921","86420","0.22"
"2025-12-04T12:53:12.463Z","Included","claude-4.5-opus-high-thinking","Yes","5601","0","65459","6356","77416","0.16"
"2025-12-04T12:53:05.430Z","Included","claude-4.5-opus-high-thinking","Yes","53866","0","11593","5521","70980","0.35"
"2025-12-04T12:53:05.362Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:52:43.338Z","Included","claude-4.5-opus-high-thinking","Yes","1675","6","64351","309","66341","0.04"
"2025-12-04T12:52:25.669Z","Included","claude-4.5-opus-high-thinking","Yes","1472","6","62879","1587","65944","0.06"
"2025-12-04T12:52:19.489Z","Included","claude-4.5-opus-high-thinking","Yes","427","6","62452","1385","64270","0.05"
"2025-12-04T12:52:10.896Z","Included","claude-4.5-opus-high-thinking","Yes","616","6","61836","339","62797","0.03"
"2025-12-04T12:52:03.205Z","Included","claude-4.5-opus-high-thinking","Yes","575","6","61261","530","62372","0.03"
"2025-12-04T12:51:47.432Z","Included","claude-4.5-opus-high-thinking","Yes","1163","6","60098","489","61756","0.04"
"2025-12-04T12:51:39.966Z","Included","claude-4.5-opus-high-thinking","Yes","533","6","59565","1075","61179","0.04"
"2025-12-04T12:51:30.465Z","Included","claude-4.5-opus-high-thinking","Yes","1143","6","58422","449","60020","0.03"
"2025-12-04T12:51:18.705Z","Included","claude-4.5-opus-high-thinking","Yes","22608","6","35814","704","59132","0.13"
"2025-12-04T12:51:17.686Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:51:17.284Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:51:16.415Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:51:11.101Z","Included","claude-4.5-opus-high-thinking","Yes","21851","6","13963","344","36164","0.11"
"2025-12-04T12:51:10.767Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:51:10.115Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:51:05.178Z","Included","claude-4.5-opus-high-thinking","Yes","956","6","13007","310","14279","0.01"
"2025-12-04T12:50:57.986Z","Included","claude-4.5-opus-high-thinking","Yes","1414","8","11593","316","13331","0.02"
"2025-12-04T12:37:06.928Z","Included","claude-4.5-opus-high-thinking","Yes","765","6","18533","236","19540","0.01"
"2025-12-04T12:37:03.068Z","Included","claude-4.5-opus-high-thinking","Yes","653","6","17880","112","18651","0.01"
"2025-12-04T12:36:49.347Z","Included","claude-4.5-opus-high-thinking","Yes","771","6","17109","533","18419","0.02"
"2025-12-04T12:36:37.943Z","Included","claude-4.5-opus-high-thinking","Yes","1447","6","15662","696","17811","0.02"
"2025-12-04T12:36:26.033Z","Included","claude-4.5-opus-high-thinking","Yes","2619","6","13043","651","16319","0.03"
"2025-12-04T12:36:24.716Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T12:36:17.488Z","Included","claude-4.5-opus-high-thinking","Yes","1771","8","11272","455","13506","0.02"
"2025-12-04T12:03:04.785Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-04T11:31:10.073Z","Included","claude-4.5-opus-high-thinking","Yes","1919","6","18183","661","20769","0.03"
"2025-12-04T11:31:00.285Z","Included","claude-4.5-opus-high-thinking","Yes","1110","6","17073","127","18316","0.01"
"2025-12-04T11:30:53.696Z","Included","claude-4.5-opus-high-thinking","Yes","1717","6","15356","1036","18115","0.03"
"2025-12-04T11:30:45.608Z","Included","claude-4.5-opus-high-thinking","Yes","2857","6","12499","210","15572","0.02"
"2025-12-04T11:30:44.750Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T11:30:38.486Z","Included","claude-4.5-opus-high-thinking","Yes","1227","8","11272","351","12858","0.02"
"2025-12-04T08:18:29.473Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-04T08:15:47.872Z","Included","agent_review","No","0","0","0","0","0","0.00"
"2025-12-04T08:08:49.388Z","Included","claude-4.5-opus-high-thinking","Yes","731","6","56928","703","58368","0.04"
"2025-12-04T08:08:43.547Z","Included","claude-4.5-opus-high-thinking","Yes","289","6","56639","116","57050","0.02"
"2025-12-04T08:08:37.870Z","Included","claude-4.5-opus-high-thinking","Yes","750","6","55889","168","56813","0.03"
"2025-12-04T08:08:35.474Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:07:18.521Z","Included","claude-4.5-opus-high-thinking","Yes","3284","6","52605","247","56142","0.04"
"2025-12-04T08:07:14.877Z","Included","claude-4.5-opus-high-thinking","Yes","3516","6","49089","3164","55775","0.09"
"2025-12-04T08:07:09.713Z","Included","claude-4.5-opus-high-thinking","Yes","1081","6","48008","118","49213","0.02"
"2025-12-04T08:07:07.533Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:07:04.207Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:07:00.385Z","Included","claude-4.5-opus-high-thinking","Yes","1128","6","46880","804","48818","0.04"
"2025-12-04T08:06:59.918Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:06:59.413Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:06:51.071Z","Included","claude-4.5-opus-high-thinking","Yes","517","6","46363","268","47154","0.02"
"2025-12-04T08:06:39.867Z","Included","claude-4.5-opus-high-thinking","Yes","1339","6","45024","431","46800","0.03"
"2025-12-04T08:06:38.070Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:06:05.286Z","Included","claude-4.5-opus-high-thinking","Yes","3412","6","41612","992","46022","0.05"
"2025-12-04T08:06:03.360Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:05:35.633Z","Included","claude-4.5-opus-high-thinking","Yes","2744","6","38868","3070","44688","0.08"
"2025-12-04T08:05:32.593Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:04:48.739Z","Included","claude-4.5-opus-high-thinking","Yes","4521","6","34347","2408","41282","0.08"
"2025-12-04T08:04:47.026Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:04:27.416Z","Included","claude-4.5-opus-high-thinking","Yes","1344","6","33003","4098","38451","0.09"
"2025-12-04T08:04:20.621Z","Included","claude-4.5-opus-high-thinking","Yes","983","6","32020","1267","34276","0.04"
"2025-12-04T08:04:09.246Z","Included","claude-4.5-opus-high-thinking","Yes","10967","6","21053","753","32779","0.07"
"2025-12-04T08:04:08.190Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:03:59.163Z","Included","claude-4.5-opus-high-thinking","Yes","8585","6","12468","511","21570","0.05"
"2025-12-04T08:03:58.763Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:03:58.280Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T08:03:52.453Z","Included","claude-4.5-opus-high-thinking","Yes","1196","8","11272","397","12873","0.02"
"2025-12-04T05:44:21.867Z","Included","claude-4.5-opus-high-thinking","Yes","1155","6","45295","350","46806","0.03"
"2025-12-04T05:44:17.958Z","Included","claude-4.5-opus-high-thinking","Yes","513","6","44782","1067","46368","0.04"
"2025-12-04T05:44:11.094Z","Included","claude-4.5-opus-high-thinking","Yes","1710","6","43072","179","44967","0.03"
"2025-12-04T05:44:07.252Z","Included","claude-4.5-opus-high-thinking","Yes","31800","850","11272","150","44072","0.15"
"2025-12-04T03:38:45.566Z","Included","claude-4.5-opus-high-thinking","Yes","143","6","42260","664","43073","0.03"
"2025-12-04T03:38:40.094Z","Included","claude-4.5-opus-high-thinking","Yes","355","6","41905","119","42385","0.02"
"2025-12-04T03:38:34.214Z","Included","claude-4.5-opus-high-thinking","Yes","895","6","41010","184","42095","0.02"
"2025-12-04T03:38:29.838Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:38:17.599Z","Included","claude-4.5-opus-high-thinking","Yes","1212","6","39798","685","41701","0.03"
"2025-12-04T03:38:12.949Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:38:03.760Z","Included","claude-4.5-opus-high-thinking","Yes","610","6","39188","1002","40806","0.03"
"2025-12-04T03:37:58.137Z","Included","claude-4.5-opus-high-thinking","Yes","526","6","38662","521","39715","0.03"
"2025-12-04T03:37:47.207Z","Included","claude-4.5-opus-high-thinking","Yes","2284","6","36378","243","38911","0.03"
"2025-12-04T03:37:42.611Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:37:38.622Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:37:30.890Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:37:23.316Z","Included","claude-4.5-opus-high-thinking","Yes","1232","6","35146","1896","38280","0.05"
"2025-12-04T03:37:14.728Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:37:09.047Z","Included","claude-4.5-opus-high-thinking","Yes","700","6","34446","1028","36180","0.03"
"2025-12-04T03:36:58.943Z","Included","claude-4.5-opus-high-thinking","Yes","14988","6","19458","523","34975","0.08"
"2025-12-04T03:36:58.355Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:36:57.430Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:36:53.663Z","Included","claude-4.5-opus-high-thinking","Yes","317","6","19141","247","19711","0.01"
"2025-12-04T03:36:47.932Z","Included","claude-4.5-opus-high-thinking","Yes","6683","6","12458","240","19387","0.04"
"2025-12-04T03:36:47.313Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:36:43.095Z","Included","claude-4.5-opus-high-thinking","Yes","1186","8","11272","273","12739","0.01"
"2025-12-04T03:29:54.349Z","Included","claude-4.5-opus-high-thinking","Yes","480","6","47780","989","49255","0.04"
"2025-12-04T03:29:48.272Z","Included","claude-4.5-opus-high-thinking","Yes","899","6","46881","290","48076","0.03"
"2025-12-04T03:29:42.976Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:29:33.545Z","Included","claude-4.5-opus-high-thinking","Yes","1040","6","45841","689","47576","0.03"
"2025-12-04T03:29:29.458Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:29:16.140Z","Included","claude-4.5-opus-high-thinking","Yes","1358","6","44483","830","46677","0.04"
"2025-12-04T03:29:09.313Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:28:49.930Z","Included","claude-4.5-opus-high-thinking","Yes","1931","6","42552","1045","45534","0.04"
"2025-12-04T03:28:47.260Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-04T03:28:34.547Z","Included","claude-4.5-opus-high-thinking","Yes","1291","6","41261","1590","44148","0.05"
"2025-12-04T03:28:23.363Z","Included","claude-4.5-opus-high-thinking","Yes","4426","6","36835","426","41693","0.04"
"2025-12-04T03:28:20.408Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
